date,symbol,open,high,low,close,volume,change,changePercent,vwap,changeOverTime,label,unadjustedVolume,adjClose
2021-10-25,META,320.3,329.56,319.72,328.69,38409000,8.39,2.62,324.5675,0.21301251061003046,2021-10-25,38409000,328.69
2021-10-26,META,328.26,330.21,309.6,315.81,65654043,-12.45,-3.79,320.97,0.16547957338450736,2021-10-26,65654043,315.81
2021-10-27,META,314.19,319.25,312.06,312.22,29971800,-1.97,-0.62701,314.43,0.15223087426652393,2021-10-27,29971800,312.22
2021-10-28,META,312.99,325.52,308.11,316.92,50806840,3.93,1.26,315.885,0.16957596781931583,2021-10-28,50806840,316.92
2021-10-29,META,320.19,326.0,319.6,323.57,37059400,3.38,1.06,322.34,0.19411742997379777,2021-10-29,37059400,323.57
2021-11-01,META,326.04,333.45,326.0,329.98,31518900,3.94,1.21,328.8675,0.21777318522345634,2021-11-01,31518900,329.98
2021-11-02,META,331.38,334.79,323.8,328.08,28353000,-3.3,-0.99584,329.5125,0.21076133889360427,2021-11-02,28353000,328.08
2021-11-03,META,327.49,332.15,323.2,331.62,20786502,4.13,1.26,328.615,0.22382551573974974,2021-11-03,20786502,331.62
2021-11-04,META,334.01,337.27,332.65,335.85,22495300,1.84,0.55088,334.945,0.23943609993726245,2021-11-04,22495300,335.85
2021-11-05,META,340.31,346.79,339.64,341.13,26872817,0.82,0.24096,341.9675,0.25892165184337745,2021-11-05,26872817,341.13
2021-11-08,META,344.42,344.79,338.34,338.62,18342500,-5.8,-1.68,341.5425,0.24965863379709918,2021-11-08,18342500,338.62
2021-11-09,META,340.0,341.31,334.47,335.37,17556721,-4.63,-1.36,337.7875,0.2376646861276155,2021-11-09,17556721,335.37
2021-11-10,META,332.49,333.19,325.51,327.64,21872605,-4.85,-1.46,329.7075,0.20913754290142794,2021-11-10,21872605,327.64
2021-11-11,META,329.82,332.46,327.0,327.74,12376600,-2.08,-0.63065,329.255,0.20950658744510453,2021-11-11,12376600,327.74
2021-11-12,META,330.18,341.86,329.78,340.89,25414311,10.71,3.24,335.6775,0.25803594493855386,2021-11-12,25414311,340.89
2021-11-15,META,344.34,353.65,343.2,347.56,25076603,3.22,0.93512,347.1875,0.28265121600177134,2021-11-15,25076603,347.56
2021-11-16,META,343.83,346.65,340.87,342.96,18181106,-0.87,-0.25303,343.5775,0.2656751669926558,2021-11-16,18181106,342.96
2021-11-17,META,344.24,347.3,340.1,340.77,13602812,-3.47,-1.01,343.1025,0.2575930914861422,2021-11-17,13602812,340.77
2021-11-18,META,339.72,342.46,335.3,338.69,17487235,-1.03,-0.30319,339.0425,0.24991696497767268,2021-11-18,17487235,338.69
2021-11-19,META,342.2,352.1,339.9,345.3,26488541,3.1,0.9059,344.875,0.2743108093146842,2021-11-19,26488541,345.3
2021-11-22,META,349.05,353.83,340.51,341.01,27116811,-8.04,-2.3,346.1,0.25847879839096555,2021-11-22,27116811,341.01
2021-11-23,META,338.93,341.4,333.5,337.25,17225000,-1.68,-0.49568,337.77,0.24460272354873225,2021-11-23,17225000,337.25
2021-11-24,META,336.0,341.78,332.81,341.06,13566200,5.06,1.51,337.9125,0.25866332066280395,2021-11-24,13566200,341.06
2021-11-26,META,335.8,337.75,331.9,333.12,14750737,-2.68,-0.79809,334.6425,0.2293611838948959,2021-11-26,14750737,333.12
2021-11-29,META,336.89,340.67,335.31,338.03,16650949,1.14,0.33839,337.725,0.2474812709894081,2021-11-29,16650949,338.03
2021-11-30,META,335.0,335.81,323.43,324.46,25390008,-10.54,-3.15,329.675,0.19740192641251775,2021-11-30,25390008,324.46
2021-12-01,META,330.29,330.5,310.29,310.6,30384083,-19.69,-5.96,320.42,0.14625235265896586,2021-12-01,30384083,310.6
2021-12-02,META,311.4,314.6,307.2,310.39,24396200,-1.01,-0.32434,310.8975,0.14547735911724535,2021-12-02,24396200,310.39
2021-12-03,META,313.73,313.75,299.5,306.84,27471010,-6.89,-2.2,308.455,0.13237627781673234,2021-12-03,27471010,306.84
2021-12-06,META,308.13,320.1,306.34,317.87,21758340,9.74,3.16,313.11,0.17308189098424176,2021-12-06,21758340,317.87
2021-12-07,META,321.57,326.54,321.0,322.81,18794047,1.24,0.38561,322.98,0.19131269144185703,2021-12-07,18794047,322.81
2021-12-08,META,325.0,332.75,323.07,330.56,19937722,5.56,1.71,327.845,0.21991364357677967,2021-12-08,19937722,330.56
2021-12-09,META,329.54,336.13,328.0,329.82,16879200,0.28,0.08496692,330.8725,0.21718271395357402,2021-12-09,16879200,329.82
2021-12-10,META,332.56,335.03,326.37,329.75,14528000,-2.81,-0.84496,330.9275,0.21692438277300052,2021-12-10,14528000,329.75
2021-12-13,META,330.95,341.09,329.59,334.49,22948700,3.54,1.07,334.03,0.23441709414326306,2021-12-13,22948700,334.49
2021-12-14,META,328.05,335.7,327.65,333.74,20461024,5.69,1.73,331.285,0.23164926006568987,2021-12-14,20461024,333.74
2021-12-15,META,332.49,342.11,323.98,341.66,24681326,9.17,2.76,335.06,0.2608775879248626,2021-12-15,24681326,341.66
2021-12-16,META,338.98,344.46,333.74,334.9,22635025,-4.08,-1.2,338.02,0.2359301767723363,2021-12-16,22635025,334.9
2021-12-17,META,332.8,337.11,330.75,333.79,40012637,0.995,0.29748,333.6125,0.23183378233752805,2021-12-17,40012637,333.79
2021-12-20,META,329.78,329.9,322.53,325.45,17901800,-4.32,-1.31,326.915,0.2010554673949143,2021-12-20,17901800,325.45
2021-12-21,META,326.41,336.0,323.75,334.2,16116800,7.79,2.39,330.09,0.2333468649666013,2021-12-21,16116800,334.2
2021-12-22,META,333.8,334.51,328.26,330.45,16764600,-3.35,-1.0,331.755,0.21950769457873553,2021-12-22,16764600,330.45
2021-12-23,META,330.1,336.67,328.36,335.24,13987700,5.14,1.56,332.5925,0.23718492822083626,2021-12-23,13987700,335.24
2021-12-27,META,338.85,347.87,338.01,346.18,17795026,7.33,2.16,342.7275,0.27755840129903664,2021-12-27,17795026,346.18
2021-12-28,META,346.63,352.71,345.2,346.22,16637608,-0.41,-0.11828,347.69,0.2777060191165073,2021-12-28,16637608,346.22
2021-12-29,META,346.91,349.69,341.64,342.94,10747009,-3.97,-1.14,345.295,0.2656013580839205,2021-12-29,10747009,342.94
2021-12-30,META,344.0,347.23,343.22,344.36,10593347,0.36,0.10465,344.7025,0.27084179060412583,2021-12-30,10593347,344.36
2021-12-31,META,343.02,343.44,336.27,336.35,12870500,-6.66,-1.94,339.77,0.2412813226556445,2021-12-31,12870500,336.35
2022-01-03,META,338.3,341.08,337.19,338.54,14562849,0.245,0.07094295,338.7775,0.24936339816215813,2022-01-03,14562849,338.54
2022-01-04,META,339.95,343.09,331.87,336.53,15998000,-3.42,-1.01,337.86,0.24194560283426192,2022-01-04,15998000,336.53
2022-01-05,META,333.02,335.76,323.84,324.17,20564521,-8.85,-2.66,329.1975,0.1963316972358562,2022-01-05,20564521,324.17
2022-01-06,META,322.82,339.17,322.72,332.46,27962809,9.64,2.99,329.2925,0.22692548990663153,2022-01-06,27962809,332.46
2022-01-07,META,332.74,337.0,328.88,331.79,14722020,-0.95,-0.28551,332.6025,0.2244528914639996,2022-01-07,14722020,331.79
2022-01-10,META,325.31,328.34,315.43,328.07,24942400,2.76,0.84842,324.2875,0.21072443443923672,2022-01-10,24942400,328.07
2022-01-11,META,326.78,334.63,325.28,334.37,16226847,7.59,2.32,330.265,0.23397424069085138,2022-01-11,16226847,334.37
2022-01-12,META,335.18,336.37,330.03,333.26,14104900,-1.92,-0.57283,333.71,0.2298778462560429,2022-01-12,14104900,333.26
2022-01-13,META,334.98,335.63,325.76,326.48,14797109,-8.5,-2.54,330.7125,0.20485662619478173,2022-01-13,14797109,326.48
2022-01-14,META,321.79,332.73,321.21,331.9,16868500,10.11,3.14,326.9075,0.22485884046204352,2022-01-14,16868500,331.9
2022-01-18,META,323.29,324.21,317.64,318.15,22677332,-5.14,-1.59,320.8225,0.17411521570653554,2022-01-18,22677332,318.15
2022-01-19,META,319.58,327.1,319.33,319.59,20814740,0.0078,0.00312911,321.4,0.17942945713547598,2022-01-19,20814740,319.59
2022-01-20,META,323.9,327.82,315.98,316.56,16925030,-7.34,-2.27,321.065,0.16824740746208056,2022-01-20,16925030,316.56
2022-01-21,META,314.81,318.31,303.04,303.17,28710717,-11.64,-3.7,309.8325,0.11883234306380785,2022-01-21,28710717,303.17
2022-01-24,META,297.84,309.53,289.01,308.71,38936901,10.87,3.65,301.2725,0.13927741078348133,2022-01-24,38936901,308.71
2022-01-25,META,299.95,306.23,297.58,300.15,25108500,0.2,0.06667778,300.9775,0.10768719784477976,2022-01-25,25108500,300.15
2022-01-26,META,307.01,307.51,290.85,294.63,28348801,-12.38,-4.03,300.0,0.08731593903384116,2022-01-26,28348801,294.63
2022-01-27,META,297.75,301.71,294.26,294.64,21629922,-3.11,-1.04,297.09,0.08735284348820893,2022-01-27,21629922,294.64
2022-01-28,META,295.62,301.9,293.03,301.71,21871620,6.09,2.06,298.065,0.11344429272613188,2022-01-28,21871620,301.71
2022-01-31,META,300.68,313.79,299.32,313.26,21579500,12.58,4.18,306.7625,0.15606893752075868,2022-01-31,21579500,313.26
2022-02-01,META,314.56,319.66,312.12,319.0,18023800,4.44,1.41,316.335,0.17725209432778533,2022-02-01,18023800,319.0
2022-02-02,META,327.82,328.0,316.87,323.0,58458300,-4.82,-1.47,323.9225,0.19201387607484222,2022-02-02,58458300,323.0
2022-02-03,META,244.65,248.0,235.75,237.76,188119925,-6.89,-2.82,241.54,-0.12255969295493974,2022-02-03,188119925,237.76
2022-02-04,META,234.97,242.61,230.11,237.09,89342247,2.12,0.90224,236.195,-0.12503229139757177,2022-02-04,89342247,237.09
2022-02-07,META,237.7,238.3,224.01,224.91,88613826,-12.79,-5.38,231.23,-0.16998191681735997,2022-02-07,88613826,224.91
2022-02-08,META,220.85,225.77,216.15,220.18,94729700,-0.67,-0.30337,220.7375,-0.18743772373325462,2022-02-08,94729700,220.18
2022-02-09,META,224.2,233.37,222.21,232.0,86563300,7.8,3.48,227.945,-0.1438166586707016,2022-02-09,86563300,232.0
2022-02-10,META,228.27,235.0,226.7,228.07,49310400,-0.2,-0.08761554,229.51,-0.1583201092371851,2022-02-10,49310400,228.07
2022-02-11,META,228.46,230.42,218.77,219.55,46156943,-8.91,-3.9,224.3,-0.18976270435841613,2022-02-11,46156943,219.55
2022-02-14,META,219.31,221.0,214.78,217.7,38184035,-1.61,-0.73412,218.1975,-0.19659002841643003,2022-02-14,38184035,217.7
2022-02-15,META,220.47,221.15,215.06,221.0,42685500,0.53,0.2404,219.42,-0.18441155847510804,2022-02-15,42685500,221.0
2022-02-16,META,212.41,217.46,212.36,216.54,45817500,4.13,1.94,214.6925,-0.20087094512307646,2022-02-16,45817500,216.54
2022-02-17,META,214.02,217.5,207.16,207.71,38747533,-6.31,-2.95,211.5975,-0.23345757832970448,2022-02-17,38747533,207.71
2022-02-18,META,209.39,210.75,205.18,206.16,37128438,-3.23,-1.54,207.87,-0.23917776875668906,2022-02-18,37128438,206.16
2022-02-22,META,202.34,207.48,200.06,202.08,39852400,-0.26,-0.1285,202.99,-0.254234786138687,2022-02-22,39852400,202.08
2022-02-23,META,204.16,206.94,198.05,198.45,44481400,-5.71,-2.8,201.9,-0.2676311030741412,2022-02-23,44481400,198.45
2022-02-24,META,191.06,208.35,190.22,207.6,49957200,16.54,8.66,199.3075,-0.2338635273277485,2022-02-24,49957200,207.6
2022-02-25,META,204.94,211.32,203.18,210.48,37627600,5.54,2.7,207.48,-0.22323504446986764,2022-02-25,37627600,210.48
2022-02-28,META,207.68,213.15,206.83,211.03,34239803,3.35,1.61,209.6725,-0.2212052994796473,2022-02-28,34239803,211.03
2022-03-01,META,209.87,211.75,202.22,203.49,27094902,-6.38,-3.04,206.8325,-0.24903125807284943,2022-03-01,27094902,203.49
2022-03-02,META,204.78,209.15,202.02,208.11,29452147,3.34,1.63,206.015,-0.23198140015499868,2022-03-02,29452147,208.11
2022-03-03,META,209.02,209.08,201.42,202.97,27263524,-6.04,-2.89,205.6225,-0.2509502896999669,2022-03-03,27263524,202.97
2022-03-04,META,202.37,205.89,198.79,200.06,32146264,-2.31,-1.14,201.7775,-0.26168948592095076,2022-03-04,32146264,200.06
2022-03-07,META,200.79,200.89,187.28,187.47,38560609,-13.32,-6.63,194.1075,-0.3081521939698122,2022-03-07,38560609,187.47
2022-03-08,META,187.85,196.7,186.11,190.29,37508149,2.44,1.3,190.2375,-0.29774513783813716,2022-03-08,37508149,190.29
2022-03-09,META,195.74,199.1,193.92,198.5,31894700,2.76,1.41,196.815,-0.2674465808023029,2022-03-09,31894700,198.5
2022-03-10,META,194.84,196.28,191.07,195.21,24853000,0.37,0.1899,194.35,-0.2795881462892572,2022-03-10,24853000,195.21
2022-03-11,META,192.64,193.56,186.67,187.61,34694534,-5.02,-2.61,190.12,-0.3076355316086652,2022-03-11,34694534,187.61
2022-03-14,META,187.03,192.29,185.82,186.63,31010500,-0.4,-0.21387,187.9425,-0.3112521681366942,2022-03-14,31010500,186.63
2022-03-15,META,190.8,192.28,185.91,192.03,31721700,1.23,0.64465,190.255,-0.2913237627781674,2022-03-15,31721700,192.03
2022-03-16,META,194.7,203.73,194.52,203.63,40640300,8.93,4.59,199.145,-0.24851459571170254,2022-03-16,40640300,203.63
2022-03-17,META,201.7,208.04,201.11,207.84,29499700,6.14,3.04,204.6725,-0.23297782042292514,2022-03-17,29499700,207.84
2022-03-18,META,206.7,216.8,206.0,216.49,52128000,9.79,4.74,211.4975,-0.20105546739491464,2022-03-18,52128000,216.49
2022-03-21,META,214.5,214.71,207.63,211.49,30142338,-3.01,-1.4,212.0825,-0.21950769457873565,2022-03-21,30142338,211.49
2022-03-22,META,211.37,219.46,210.18,216.65,31998800,5.28,2.5,214.415,-0.20046499612503232,2022-03-22,31998800,216.65
2022-03-23,META,213.33,216.8,212.16,213.46,23717321,0.13,0.06093845,213.9375,-0.21223751706831018,2022-03-23,23717321,213.46
2022-03-24,META,215.0,220.67,214.79,219.57,31502314,4.57,2.13,217.5075,-0.18968889544968093,2022-03-24,31502314,219.57
2022-03-25,META,220.51,225.5,218.89,221.82,40039026,1.31,0.59408,221.68,-0.18138539321696134,2022-03-25,40039026,221.82
2022-03-28,META,222.13,224.04,219.54,223.59,26224141,1.46,0.65727,222.325,-0.17485330479388872,2022-03-28,26224141,223.59
2022-03-29,META,226.07,230.89,225.29,229.86,31417900,3.79,1.68,228.0275,-0.15171421190537704,2022-03-29,31417900,229.86
2022-03-30,META,228.91,231.15,226.71,227.85,25588046,-1.06,-0.46306,228.655,-0.15913200723327314,2022-03-30,25588046,227.85
2022-03-31,META,228.45,228.49,222.26,222.36,24192300,-6.09,-2.67,225.39,-0.17939255268110865,2022-03-31,24192300,222.36
2022-04-01,META,224.55,227.28,222.7,224.85,19544800,0.3,0.1336,224.845,-0.1702033435435658,2022-04-01,19544800,224.85
2022-04-04,META,225.98,234.35,225.86,233.89,28100826,7.91,3.5,230.02,-0.13684171679521728,2022-04-04,28100826,233.89
2022-04-05,META,234.08,236.86,231.02,231.84,29727200,-2.24,-0.95694,233.45,-0.1444071299405839,2022-04-05,29727200,231.84
2022-04-06,META,226.91,228.99,221.41,223.3,28995100,-3.61,-1.59,225.1525,-0.17592353397055027,2022-04-06,28995100,223.3
2022-04-07,META,223.93,225.52,218.56,222.95,21037200,-0.98,-0.43764,222.74,-0.1772151898734179,2022-04-07,21037200,222.95
2022-04-08,META,222.38,225.13,220.03,222.33,18375711,-0.05,-0.02248404,222.4675,-0.17950326604421152,2022-04-08,18375711,222.33
2022-04-11,META,218.42,220.61,215.22,216.46,20516600,-1.96,-0.89735,217.6775,-0.2011661807580175,2022-04-11,20516600,216.46
2022-04-12,META,220.24,222.03,213.13,214.14,20128827,-6.1,-2.77,217.385,-0.2097280141713106,2022-04-12,20128827,214.14
2022-04-13,META,211.82,216.61,211.33,214.99,19231816,3.17,1.5,213.6875,-0.20659113555006092,2022-04-13,19231816,214.99
2022-04-14,META,214.89,214.99,210.0,210.18,18379500,-4.71,-2.19,212.515,-0.22434217810089685,2022-04-14,18379500,210.18
2022-04-18,META,210.0,213.38,208.3,210.77,16580800,0.77,0.36667,210.6125,-0.22216481529320597,2022-04-18,16580800,210.77
2022-04-19,META,210.52,218.43,209.0,217.31,20089900,6.79,3.23,213.815,-0.19802930213676795,2022-04-19,20089900,217.31
2022-04-20,META,213.61,214.16,198.92,200.42,43036528,-13.19,-6.17,206.7775,-0.2603609255637157,2022-04-20,43036528,200.42
2022-04-21,META,201.6,202.97,185.58,188.07,49954100,-13.53,-6.71,194.555,-0.30593792670775377,2022-04-21,49954100,188.07
2022-04-22,META,190.37,192.72,183.27,184.11,36426800,-6.26,-3.29,187.6175,-0.3205520906373399,2022-04-22,36426800,184.11
2022-04-25,META,182.73,187.18,181.66,186.99,29281100,4.26,2.33,184.64,-0.30992360777945904,2022-04-25,29281100,186.99
2022-04-26,META,186.63,187.19,179.5,180.95,31747434,-5.68,-3.04,183.5675,-0.332213898217515,2022-04-26,31747434,180.95
2022-04-27,META,174.43,181.21,169.0,174.95,71062900,0.52,0.29811,174.8975,-0.35435657083810024,2022-04-27,71062900,174.95
2022-04-28,META,202.92,208.53,192.9,205.73,100890600,2.81,1.38,202.52,-0.2407646602944976,2022-04-28,100890600,205.73
2022-04-29,META,204.46,212.48,199.9,200.47,49193434,-3.99,-1.95,204.3275,-0.2601764032918774,2022-04-29,49193434,200.47
2022-05-02,META,201.17,211.88,200.99,211.13,49915300,9.97,4.95,206.2925,-0.22083625493597092,2022-05-02,49915300,211.13
2022-05-03,META,210.45,214.9,208.09,212.03,41556300,1.58,0.75077,211.3675,-0.21751485404288307,2022-05-03,41556300,212.03
2022-05-04,META,210.65,224.3,206.96,223.41,41375900,12.76,6.06,216.33,-0.17551758497250625,2022-05-04,41375900,223.41
2022-05-05,META,218.74,220.17,206.16,208.28,41129200,-10.46,-4.78,213.3375,-0.23135402443074882,2022-05-05,41129200,208.28
2022-05-06,META,207.34,209.38,201.02,203.77,34747200,-3.57,-1.72,205.3775,-0.24799793335055542,2022-05-06,34747200,203.77
2022-05-09,META,199.84,202.57,195.58,196.21,36303200,-3.63,-1.82,198.55,-0.275897700852493,2022-05-09,36303200,196.21
2022-05-10,META,199.51,202.96,194.19,197.65,34452500,-1.86,-0.93228,198.5775,-0.27058345942355244,2022-05-10,34452500,197.65
2022-05-11,META,196.33,200.67,188.27,188.74,31153400,-7.58,-3.87,193.5025,-0.3034653282651216,2022-05-11,31153400,188.74
2022-05-12,META,187.06,198.05,184.78,191.24,38262226,4.19,2.23,190.2825,-0.2942392146732111,2022-05-12,38262226,191.24
2022-05-13,META,192.58,199.89,191.28,198.62,24549844,6.04,3.14,195.5925,-0.2670037273498912,2022-05-13,24549844,198.62
2022-05-16,META,197.05,205.37,195.93,200.04,27112600,2.99,1.52,199.5975,-0.2617632948296861,2022-05-16,27112600,200.04
2022-05-17,META,202.12,205.46,198.36,202.62,24872729,0.505,0.24738,202.14,-0.2522419456028343,2022-05-17,24872729,202.62
2022-05-18,META,200.0,201.0,191.63,192.24,23960000,-7.76,-3.88,196.2175,-0.2905487692364469,2022-05-18,23960000,192.24
2022-05-19,META,191.2,195.29,189.6,191.29,24446938,0.09,0.04707113,191.845,-0.29405469240137294,2022-05-19,24446938,191.29
2022-05-20,META,194.97,197.91,187.87,193.54,31465600,-1.43,-0.73345,193.5725,-0.28575119016865347,2022-05-20,31465600,193.54
2022-05-23,META,195.19,196.99,191.24,196.23,25059200,1.04,0.53281,194.9125,-0.27582389194375767,2022-05-23,25059200,196.23
2022-05-24,META,180.55,183.68,176.11,181.28,50406300,0.73,0.40432,180.405,-0.3309960512233827,2022-05-24,50406300,181.28
2022-05-25,META,180.4,185.45,179.32,183.83,28030200,3.43,1.9,182.25,-0.3215854153596339,2022-05-25,28030200,183.83
2022-05-26,META,182.88,192.83,182.26,191.63,23056500,8.75,4.78,187.4,-0.2927999409528731,2022-05-26,23056500,191.63
2022-05-27,META,191.36,195.33,189.8,195.13,22562727,3.77,1.97,192.905,-0.27988338192419837,2022-05-27,22562727,195.13
2022-05-31,META,194.89,197.6,192.01,193.64,26131103,-1.25,-0.64139,194.535,-0.2853821456249771,2022-05-31,26131103,193.64
2022-06-01,META,196.51,199.53,185.0,188.64,36623500,-7.87,-4.0,192.42,-0.3038343728087981,2022-06-01,36623500,188.64
2022-06-02,META,188.45,200.94,187.73,198.86,31951600,10.41,5.52,193.995,-0.2661180204450677,2022-06-02,31951600,198.86
2022-06-03,META,195.98,196.61,189.78,190.78,19465000,-5.2,-2.65,193.2875,-0.29593681957412266,2022-06-03,19465000,190.78
2022-06-06,META,193.99,196.92,188.4,194.25,30574242,0.26,0.13403,193.39,-0.2831309739085508,2022-06-06,30574242,194.25
2022-06-07,META,191.93,196.53,191.49,195.65,18828700,3.72,1.94,193.9,-0.2779643502970809,2022-06-07,18828700,195.65
2022-06-08,META,194.67,202.03,194.41,196.64,22267200,1.97,1.01,196.9375,-0.27431080931468443,2022-06-08,22267200,196.64
2022-06-09,META,194.28,199.45,183.68,184.0,23501600,-10.28,-5.29,190.3525,-0.32095803963538405,2022-06-09,23501600,184.0
2022-06-10,META,183.04,183.1,175.02,175.57,27478354,-7.47,-4.08,179.1825,-0.3520684946673064,2022-06-10,27478354,175.57
2022-06-13,META,170.59,172.58,164.03,164.26,31749304,-6.33,-3.71,167.865,-0.3938074325571097,2022-06-13,31749304,164.26
2022-06-14,META,166.03,166.75,161.36,163.73,27244300,-2.3,-1.39,164.4675,-0.39576336863859474,2022-06-14,27244300,163.73
2022-06-15,META,167.2,172.16,163.98,169.35,30008300,2.15,1.29,168.1725,-0.3750230652839799,2022-06-15,30008300,169.35
2022-06-16,META,163.72,165.08,159.61,160.87,26944143,-2.85,-1.74,162.32,-0.4063180425877404,2022-06-16,26944143,160.87
2022-06-17,META,161.68,165.9,159.9,163.74,31374215,2.06,1.27,162.805,-0.3957264641842271,2022-06-17,31374215,163.74
2022-06-21,META,165.93,167.76,155.97,157.05,50724900,-8.88,-5.35,161.6775,-0.42041554415617965,2022-06-21,50724900,157.05
2022-06-22,META,158.38,160.79,155.44,155.85,47596820,-2.53,-1.6,157.615,-0.42484407868029683,2022-06-22,47596820,155.85
2022-06-23,META,156.27,159.75,154.25,158.75,40499200,2.48,1.59,157.255,-0.41414178691368053,2022-06-23,40499200,158.75
2022-06-24,META,161.73,170.25,161.3,170.16,68736009,8.44,5.21,165.86,-0.37203380448020085,2022-06-24,68736009,170.16
2022-06-27,META,171.32,171.75,168.01,169.49,29174600,-1.83,-1.07,170.1425,-0.37450640292283277,2022-06-27,29174600,169.49
2022-06-28,META,169.9,171.3,160.61,160.68,27788725,-9.22,-5.43,165.6225,-0.4070192272207256,2022-06-28,27788725,160.68
2022-06-29,META,163.57,166.33,160.32,163.94,28595236,0.37,0.2262,163.54,-0.39498837509687423,2022-06-29,28595236,163.94
2022-06-30,META,162.15,165.23,158.49,161.25,35250605,-0.9,-0.55504,161.78,-0.40491567332177003,2022-06-30,35250605,161.25
2022-07-01,META,160.31,160.62,155.0,160.03,31423933,-0.28,-0.17466,158.99,-0.4094180167546223,2022-07-01,31423933,160.03
2022-07-05,META,158.14,168.25,157.02,168.19,28664799,10.05,6.36,162.9,-0.3793039819906263,2022-07-05,28664799,168.19
2022-07-06,META,168.2,171.59,165.46,169.77,23085921,1.57,0.93341,168.755,-0.3734730782005389,2022-07-06,23085921,169.77
2022-07-07,META,169.45,172.72,167.78,172.19,24083400,2.74,1.62,170.535,-0.3645422002435694,2022-07-07,24083400,172.19
2022-07-08,META,169.98,172.4,168.15,170.88,19249243,0.9,0.52947,170.3525,-0.36937668376573063,2022-07-08,19249243,170.88
2022-07-11,META,167.07,167.49,161.91,162.88,21905133,-4.19,-2.51,164.8375,-0.3989002472598443,2022-07-11,21905133,162.88
2022-07-12,META,164.8,165.91,162.1,163.27,16639700,-1.53,-0.9284,164.02,-0.39746097353950627,2022-07-12,16639700,163.27
2022-07-13,META,160.16,164.98,159.61,163.49,16555138,3.33,2.08,162.06,-0.3966490755434181,2022-07-13,16555138,163.49
2022-07-14,META,161.22,162.59,157.28,158.05,23765200,-3.17,-1.97,159.785,-0.41672509871941543,2022-07-14,23765200,158.05
2022-07-15,META,160.54,164.98,159.82,164.7,23342807,4.16,2.59,162.51,-0.3921836365649335,2022-07-15,23342807,164.7
2022-07-18,META,166.75,171.69,165.64,167.23,23574337,0.48,0.28786,167.8275,-0.38284680960992,2022-07-18,23574337,167.23
2022-07-19,META,170.37,176.49,169.51,175.78,25933700,5.41,3.18,173.0375,-0.3512935011255859,2022-07-19,25933700,175.78
2022-07-20,META,177.49,183.6,176.7,183.09,24784300,5.6,3.16,180.22,-0.32431634498283946,2022-07-20,24784300,183.09
2022-07-21,META,180.63,183.85,178.87,183.17,27195815,2.54,1.41,181.63,-0.3240211093478984,2022-07-21,27195815,183.17
2022-07-22,META,173.07,175.6,168.41,169.27,42583916,-3.8,-2.2,171.5875,-0.37531830091892093,2022-07-22,42583916,169.27
2022-07-25,META,169.0,170.57,164.81,166.65,26166326,-2.35,-1.39,167.7575,-0.38498726796324323,2022-07-25,26166326,166.65
2022-07-26,META,165.94,166.0,157.95,159.15,28468424,-6.79,-4.09,162.26,-0.41266560873897484,2022-07-26,28468424,159.15
2022-07-27,META,162.59,170.87,162.02,169.58,43846600,6.99,4.3,166.265,-0.37417426283352406,2022-07-27,43846600,169.58
2022-07-28,META,161.06,161.51,154.85,160.72,73214326,-0.34,-0.2111,159.535,-0.40687160940325506,2022-07-28,73214326,160.72
2022-07-29,META,157.69,160.14,155.17,159.1,42065400,1.41,0.89416,158.025,-0.41285013101081314,2022-07-29,42065400,159.1
2022-08-01,META,157.25,165.19,155.23,159.93,40596702,2.68,1.7,159.4,-0.4097870612982988,2022-08-01,40596702,159.93
2022-08-02,META,158.31,162.24,158.01,160.19,27374516,1.88,1.19,159.6875,-0.4088275454847401,2022-08-02,27374516,160.19
2022-08-03,META,162.69,169.54,161.57,168.8,31721900,6.11,3.76,165.65,-0.3770528102742001,2022-08-03,31721900,168.8
2022-08-04,META,168.3,172.15,166.8,170.57,23938212,2.28,1.35,169.455,-0.3705207218511275,2022-08-04,23938212,170.57
2022-08-05,META,166.99,171.61,165.8,167.11,25832701,0.12,0.07186059,167.8775,-0.3832896630623316,2022-08-05,25832701,167.11
2022-08-08,META,168.0,177.51,167.13,170.25,27299113,2.25,1.34,170.7225,-0.37170166439089203,2022-08-08,27299113,170.25
2022-08-09,META,168.95,169.53,166.6,168.53,18655100,-0.42,-0.24859,168.4025,-0.37804923054212647,2022-08-09,18655100,168.53
2022-08-10,META,175.99,180.48,173.95,178.34,30262132,2.35,1.34,177.19,-0.34184596080746954,2022-08-10,30262132,178.34
2022-08-11,META,179.71,183.1,176.37,177.49,24079100,-2.22,-1.24,179.1675,-0.3449828394287191,2022-08-11,24079100,177.49
2022-08-12,META,180.81,181.46,178.91,180.5,21274046,-0.31,-0.17145,180.42,-0.3338745986640588,2022-08-12,21274046,180.5
2022-08-15,META,178.96,181.44,178.2,180.89,15878700,1.93,1.08,179.8725,-0.33243532494372086,2022-08-15,15878700,180.89
2022-08-16,META,179.44,180.99,177.04,179.47,21156710,0.03,0.01671868,179.235,-0.337675757463926,2022-08-16,21156710,179.47
2022-08-17,META,176.76,178.14,174.17,174.85,20118133,-1.91,-1.08,175.98,-0.3547256153817767,2022-08-17,20118133,174.85
2022-08-18,META,174.34,175.76,171.86,174.66,18844500,0.32,0.18355,174.155,-0.3554268000147619,2022-08-18,18844500,174.66
